0.536573, 0.443723, 0.320991, 0.181918, 0.0400955, -0.0920308, -0.20411, -0.288535, -0.340773, -0.359382, -0.345774, -0.303766, -0.239005, -0.158342, -0.069197, 0.0210007, 0.105299, 0.177596, 0.232918, 0.267603, 0.279415, 0.267603, 0.232918, 0.177595, 0.105298, 0.0210001, -0.0691976, -0.158342, -0.239006, -0.303766, -0.345774, -0.359382, -0.340773, -0.288535, -0.204109, -0.0920301, 0.0400964, 0.181919, 0.320992, 0.443724
1.00595, 0.829694, 0.598546, 0.338239, 0.0743243, -0.170061, -0.375947, -0.529683, -0.623463, -0.655268, -0.628314, -0.550135, -0.431451, -0.284961, -0.124178, 0.0375911, 0.188072, 0.316639, 0.414732, 0.476112, 0.496994, 0.476111, 0.414731, 0.316638, 0.188071, 0.0375901, -0.124179, -0.284962, -0.431452, -0.550135, -0.628314, -0.655268, -0.623463, -0.529682, -0.375946, -0.170059, 0.0743259, 0.33824, 0.598548, 0.829695
1.34299, 1.10462, 0.794558, 0.447625, 0.0980431, -0.223575, -0.492513, -0.691402, -0.810791, -0.848937, -0.810933, -0.707368, -0.552736, -0.363793, -0.158016, 0.0476943, 0.238015, 0.399899, 0.522988, 0.599829, 0.625939, 0.599828, 0.522988, 0.399898, 0.238014, 0.047693, -0.158017, -0.363794, -0.552738, -0.707369, -0.810933, -0.848937, -0.81079, -0.691401, -0.492512, -0.223573, 0.0980452, 0.447626, 0.79456, 1.10463
1.5312, 1.25578, 0.900509, 0.505659, 0.110373, -0.250778, -0.550343, -0.76953, -0.898726, -0.937079, -0.891344, -0.774228, -0.602473, -0.394947, -0.170906, 0.05141, 0.255801, 0.428745, 0.559709, 0.641237, 0.668901, 0.641237, 0.559709, 0.428744, 0.2558, 0.0514086, -0.170908, -0.394949, -0.602475, -0.774229, -0.891345, -0.937079, -0.898726, -0.769529, -0.550341, -0.250776, 0.110375, 0.505661, 0.900511, 1.25578
1.56864, 1.28261, 0.916774, 0.513019, 0.111569, -0.25251, -0.55187, -0.768345, -0.893319, -0.92713, -0.877714, -0.758759, -0.587652, -0.383468, -0.165221, 0.0495029, 0.245459, 0.410238, 0.534411, 0.61145, 0.637545, 0.611449, 0.53441, 0.410237, 0.245458, 0.0495016, -0.165222, -0.383469, -0.587653, -0.75876, -0.877714, -0.92713, -0.893319, -0.768344, -0.551869, -0.252508, 0.111571, 0.513021, 0.916777, 1.28261
1.46655, 1.19538, 0.851542, 0.474788, 0.102853, -0.231817, -0.504405, -0.698976, -0.808671, -0.834977, -0.786295, -0.676074, -0.520795, -0.338048, -0.144918, 0.0432179, 0.213415, 0.355471, 0.461888, 0.527637, 0.549861, 0.527636, 0.461887, 0.35547, 0.213414, 0.0432168, -0.144919, -0.33805, -0.520796, -0.676075, -0.786295, -0.834977, -0.808671, -0.698976, -0.504404, -0.231815, 0.102855, 0.474789, 0.851544, 1.19538
1.24692, 1.01306, 0.719137, 0.399441, 0.0861758, -0.19337, -0.418753, -0.577343, -0.664354, -0.682076, -0.638511, -0.545667, -0.417751, -0.269507, -0.114853, 0.0340636, 0.167386, 0.277663, 0.359671, 0.410079, 0.427072, 0.410079, 0.359671, 0.277662, 0.167385, 0.0340627, -0.114854, -0.269508, -0.417752, -0.545668, -0.638512, -0.682076, -0.664354, -0.577343, -0.418753, -0.193369, 0.0861777, 0.399443, 0.719139, 1.01307
0.93938, 0.760665, 0.538011, 0.297654, 0.0639398, -0.142804, -0.307681, -0.421884, -0.482615, -0.492387, -0.457894, -0.388618, -0.295417, -0.189232, -0.0800838, 0.0235959, 0.115263, 0.190248, 0.245503, 0.279245, 0.290581, 0.279245, 0.245503, 0.190247, 0.115263, 0.0235952, -0.0800845, -0.189233, -0.295418, -0.388619, -0.457894, -0.492387, -0.482614, -0.421884, -0.30768, -0.142803, 0.0639412, 0.297655, 0.538012, 0.760666
0.577856, 0.466338, 0.328611, 0.181062, 0.0387199, -0.0860522, -0.184408, -0.25137, -0.28572, -0.289499, -0.267236, -0.225039, -0.169682, -0.107792, -0.0452434, 0.0132255, 0.0641403, 0.105216, 0.135134, 0.153249, 0.159307, 0.153249, 0.135134, 0.105216, 0.0641401, 0.0132252, -0.0452438, -0.107793, -0.169682, -0.225039, -0.267236, -0.289499, -0.28572, -0.25137, -0.184407, -0.0860515, 0.0387208, 0.181063, 0.328612, 0.466339
0.197279, 0.158664, 0.111383, 0.0611147, 0.0130088, -0.028763, -0.0612889, -0.0830213, -0.0937167, -0.0942408, -0.0862818, -0.0720194, -0.053798, -0.0338456, -0.0140671, 0.00407288, 0.0195774, 0.0318682, 0.0406852, 0.0459633, 0.0477178, 0.0459633, 0.0406851, 0.0318681, 0.0195773, 0.00407277, -0.0140672, -0.0338458, -0.0537981, -0.0720195, -0.0862819, -0.0942408, -0.0937166, -0.0830212, -0.0612888, -0.0287628, 0.0130091, 0.0611149, 0.111383, 0.158665
-0.169375, -0.135759, -0.0949424, -0.0518736, -0.0109896, 0.02417, 0.0511976, 0.0688936, 0.0771962, 0.076993, 0.0698542, 0.0577314, 0.0426652, 0.0265384, 0.0109013, -0.00311957, -0.0148295, -0.0239043, -0.0302827, -0.0340415, -0.0352802, -0.0340415, -0.0302827, -0.0239042, -0.0148295, -0.00311948, 0.0109014, 0.0265385, 0.0426653, 0.0577315, 0.0698542, 0.076993, 0.0771962, 0.0688936, 0.0511975, 0.0241698, -0.0109899, -0.0518738, -0.0949426, -0.135759
-0.493455, -0.394198, -0.274646, -0.149425, -0.0315055, 0.068919, 0.145098, 0.193906, 0.215582, 0.213125, 0.191454, 0.156485, 0.114241, 0.0701223, 0.0284021, -0.0080115, -0.0375547, -0.0597744, -0.0749556, -0.0836999, -0.0865445, -0.0836998, -0.0749555, -0.0597743, -0.0375546, -0.00801129, 0.0284024, 0.0701226, 0.114241, 0.156485, 0.191454, 0.213125, 0.215582, 0.193906, 0.145098, 0.0689184, -0.0315062, -0.149425, -0.274647, -0.394198
-0.75233, -0.599057, -0.41585, -0.225311, -0.0472818, 0.102873, 0.21525, 0.285624, 0.314978, 0.308491, 0.274169, 0.221367, 0.159386, 0.0963337, 0.0383665, -0.0106313, -0.048952, -0.0766272, -0.0947723, -0.10486, -0.108074, -0.10486, -0.0947722, -0.0766271, -0.0489518, -0.010631, 0.0383668, 0.0963342, 0.159387, 0.221367, 0.274169, 0.308491, 0.314978, 0.285623, 0.215249, 0.102872, -0.0472828, -0.225312, -0.415852, -0.599058
-0.93036, -0.738545, -0.510891, -0.275702, -0.0575914, 0.124644, 0.259209, 0.341514, 0.373499, 0.362271, 0.318328, 0.253631, 0.179818, 0.106768, 0.0416759, -0.0112964, -0.0508286, -0.0778041, -0.094398, -0.103082, -0.105743, -0.103082, -0.0943979, -0.077804, -0.0508284, -0.0112961, 0.0416763, 0.106768, 0.179819, 0.253632, 0.318328, 0.362271, 0.373499, 0.341514, 0.259208, 0.124643, -0.0575927, -0.275703, -0.510893, -0.738547
-1.01922, -0.806786, -0.556285, -0.299075, -0.0622036, 0.133947, 0.276915, 0.362311, 0.392988, 0.377449, 0.327794, 0.257525, 0.179527, 0.104474, 0.0398266, -0.0105054, -0.0458746, -0.0681023, -0.0803751, -0.0860575, -0.0876462, -0.0860575, -0.080375, -0.0681022, -0.0458745, -0.0105052, 0.039827, 0.104474, 0.179528, 0.257526, 0.327795, 0.37745, 0.392988, 0.36231, 0.276914, 0.133946, -0.062205, -0.299077, -0.556286, -0.806788
-1.01763, -0.80348, -0.552382, -0.295969, -0.0613138, 0.131418, 0.270191, 0.351195, 0.377931, 0.359527, 0.308597, 0.238979, 0.163659, 0.0931623, 0.0345613, -0.00882011, -0.0370487, -0.0527045, -0.0596869, -0.0619412, -0.0623434, -0.0619412, -0.0596869, -0.0527044, -0.0370485, -0.00881988, 0.0345617, 0.0931628, 0.163659, 0.238979, 0.308598, 0.359527, 0.377931, 0.351195, 0.27019, 0.131417, -0.0613152, -0.29597, -0.552384, -0.803481
-0.930713, -0.73325, -0.502824, -0.268621, -0.0554555, 0.118373, 0.242179, 0.312926, 0.334325, 0.315226, 0.267586, 0.204338, 0.137456, 0.0764619, 0.0275288, -0.00675789, -0.0270185, -0.0362103, -0.0384622, -0.0378424, -0.0372815, -0.0378424, -0.0384622, -0.0362102, -0.0270185, -0.00675772, 0.0275291, 0.0764623, 0.137456, 0.204338, 0.267586, 0.315227, 0.334325, 0.312926, 0.242179, 0.118372, -0.0554567, -0.268622, -0.502826, -0.733252
-0.769049, -0.604813, -0.413895, -0.220579, -0.0454078, 0.0965965, 0.196818, 0.253046, 0.268689, 0.251394, 0.21132, 0.159341, 0.105415, 0.0573414, 0.0200219, -0.00470993, -0.0177403, -0.0219115, -0.0210114, -0.0187085, -0.0176248, -0.0187085, -0.0210115, -0.0219115, -0.0177402, -0.00470981, 0.0200221, 0.0573417, 0.105416, 0.159341, 0.21132, 0.251394, 0.268689, 0.253045, 0.196817, 0.0965957, -0.0454088, -0.22058, -0.413896, -0.604815
-0.547574, -0.430074, -0.293867, -0.156332, -0.0321135, 0.0681414, 0.138411, 0.177278, 0.187348, 0.174241, 0.145338, 0.108476, 0.0707816, 0.03777, 0.0128287, -0.00289577, -0.0102301, -0.0114071, -0.00932036, -0.00674276, -0.0056464, -0.00674277, -0.00932037, -0.0114071, -0.0102301, -0.0028957, 0.0128288, 0.0377702, 0.0707819, 0.108476, 0.145338, 0.174241, 0.187348, 0.177278, 0.138411, 0.0681409, -0.0321142, -0.156332, -0.293867, -0.430074
-0.284458, -0.22324, -0.152396, -0.0809823, -0.0166135, 0.0351963, 0.0713542, 0.091174, 0.0960659, 0.0890049, 0.0738718, 0.05477, 0.035411, 0.0186489, 0.00621066, -0.00135879, -0.00455106, -0.00459244, -0.00304877, -0.00141159, -0.000738794, -0.0014116, -0.00304878, -0.00459244, -0.00455105, -0.00135876, 0.00621072, 0.018649, 0.0354111, 0.0547701, 0.0738719, 0.0890049, 0.0960659, 0.0911739, 0.071354, 0.035196, -0.0166139, -0.0809826, -0.152396, -0.22324
8.9709e-07, 7.03837e-07, 4.80326e-07, 2.55148e-07, 5.23202e-08, -1.10783e-07, -2.24446e-07, -2.86557e-07, -3.01624e-07, -2.79088e-07, -2.31238e-07, -1.71047e-07, -1.10232e-07, -5.77805e-08, -1.91047e-08, 4.13067e-09, 1.35421e-08, 1.30674e-08, 7.71111e-09, 2.23142e-09, 4.53096e-20, 2.23145e-09, 7.71115e-09, 1.30674e-08, 1.35421e-08, 4.13057e-09, -1.91049e-08, -5.77809e-08, -1.10232e-07, -1.71047e-07, -2.31238e-07, -2.79088e-07, -3.01624e-07, -2.86556e-07, -2.24445e-07, -1.10782e-07, 5.23214e-08, 2.55149e-07, 4.80327e-07, 7.03838e-07
0.28446, 0.223241, 0.152397, 0.0809828, 0.0166136, -0.0351965, -0.0713546, -0.0911746, -0.0960665, -0.0890054, -0.0738723, -0.0547703, -0.0354112, -0.018649, -0.0062107, 0.0013588, 0.00455109, 0.00459247, 0.0030488, 0.00141161, 0.000738807, 0.00141162, 0.00304881, 0.00459248, 0.00455108, 0.00135877, -0.00621076, -0.0186491, -0.0354113, -0.0547704, -0.0738724, -0.0890055, -0.0960665, -0.0911745, -0.0713545, -0.0351962, 0.016614, 0.0809831, 0.152397, 0.223242
0.547575, 0.430075, 0.293867, 0.156332, 0.0321136, -0.0681416, -0.138411, -0.177279, -0.187349, -0.174242, -0.145338, -0.108477, -0.0707819, -0.0377701, -0.0128287, 0.00289578, 0.0102302, 0.0114071, 0.00932041, 0.00674281, 0.00564645, 0.00674283, 0.00932043, 0.0114071, 0.0102301, 0.00289571, -0.0128289, -0.0377703, -0.0707821, -0.108477, -0.145338, -0.174242, -0.187349, -0.177279, -0.138411, -0.0681411, 0.0321143, 0.156333, 0.293868, 0.430076
0.769051, 0.604814, 0.413896, 0.22058, 0.0454078, -0.0965967, -0.196818, -0.253046, -0.268689, -0.251394, -0.21132, -0.159341, -0.105416, -0.0573415, -0.0200219, 0.00470994, 0.0177403, 0.0219116, 0.0210115, 0.0187086, 0.0176249, 0.0187086, 0.0210115, 0.0219116, 0.0177403, 0.00470983, -0.0200221, -0.0573418, -0.105416, -0.159342, -0.211321, -0.251394, -0.268689, -0.253046, -0.196818, -0.0965959, 0.0454089, 0.220581, 0.413897, 0.604816
0.930713, 0.733251, 0.502825, 0.268621, 0.0554555, -0.118373, -0.24218, -0.312926, -0.334326, -0.315227, -0.267586, -0.204338, -0.137456, -0.076462, -0.0275288, 0.0067579, 0.0270186, 0.0362104, 0.0384623, 0.0378425, 0.0372816, 0.0378425, 0.0384623, 0.0362103, 0.0270185, 0.00675773, -0.0275291, -0.0764624, -0.137456, -0.204338, -0.267587, -0.315227, -0.334326, -0.312926, -0.242179, -0.118372, 0.0554568, 0.268622, 0.502826, 0.733252
1.01763, 0.80348, 0.552382, 0.295969, 0.0613139, -0.131418, -0.270191, -0.351195, -0.377931, -0.359527, -0.308598, -0.238979, -0.163659, -0.0931624, -0.0345614, 0.00882012, 0.0370487, 0.0527046, 0.059687, 0.0619414, 0.0623435, 0.0619414, 0.059687, 0.0527045, 0.0370486, 0.00881989, -0.0345617, -0.0931628, -0.163659, -0.238979, -0.308598, -0.359527, -0.377931, -0.351195, -0.27019, -0.131417, 0.0613152, 0.29597, 0.552384, 0.803482
1.01921, 0.806786, 0.556284, 0.299075, 0.0622036, -0.133947, -0.276915, -0.362311, -0.392988, -0.377449, -0.327794, -0.257525, -0.179527, -0.104474, -0.0398267, 0.0105054, 0.0458747, 0.0681024, 0.0803752, 0.0860577, 0.0876464, 0.0860576, 0.0803751, 0.0681022, 0.0458745, 0.0105052, -0.039827, -0.104474, -0.179528, -0.257526, -0.327795, -0.37745, -0.392988, -0.36231, -0.276914, -0.133946, 0.062205, 0.299076, 0.556286, 0.806788
0.930359, 0.738545, 0.510891, 0.275701, 0.0575914, -0.124643, -0.259209, -0.341514, -0.373498, -0.362271, -0.318327, -0.253631, -0.179818, -0.106768, -0.0416759, 0.0112964, 0.0508286, 0.0778041, 0.094398, 0.103082, 0.105743, 0.103082, 0.094398, 0.077804, 0.0508284, 0.0112961, -0.0416763, -0.106768, -0.179819, -0.253631, -0.318328, -0.362271, -0.373498, -0.341514, -0.259208, -0.124642, 0.0575926, 0.275702, 0.510892, 0.738546
0.752328, 0.599056, 0.41585, 0.225311, 0.0472817, -0.102873, -0.215249, -0.285623, -0.314978, -0.30849, -0.274168, -0.221367, -0.159386, -0.0963336, -0.0383665, 0.0106313, 0.0489519, 0.0766272, 0.0947723, 0.10486, 0.108074, 0.10486, 0.0947722, 0.076627, 0.0489518, 0.010631, -0.0383668, -0.0963341, -0.159386, -0.221367, -0.274168, -0.30849, -0.314978, -0.285623, -0.215249, -0.102872, 0.0472827, 0.225312, 0.415851, 0.599057
0.493454, 0.394196, 0.274645, 0.149424, 0.0315054, -0.0689187, -0.145098, -0.193905, -0.215581, -0.213124, -0.191454, -0.156484, -0.114241, -0.0701221, -0.028402, 0.00801148, 0.0375546, 0.0597743, 0.0749554, 0.0836997, 0.0865443, 0.0836996, 0.0749554, 0.0597741, 0.0375545, 0.00801127, -0.0284023, -0.0701224, -0.114241, -0.156485, -0.191454, -0.213124, -0.215581, -0.193905, -0.145097, -0.0689182, 0.0315061, 0.149425, 0.274646, 0.394197
0.169373, 0.135757, 0.0949413, 0.051873, 0.0109895, -0.0241697, -0.051197, -0.0688929, -0.0771954, -0.0769921, -0.0698534, -0.0577308, -0.0426647, -0.0265381, -0.0109012, 0.00311953, 0.0148294, 0.023904, 0.0302824, 0.0340411, 0.0352798, 0.0340411, 0.0302824, 0.023904, 0.0148293, 0.00311945, -0.0109013, -0.0265382, -0.0426648, -0.0577308, -0.0698535, -0.0769921, -0.0771953, -0.0688928, -0.0511969, -0.0241695, 0.0109897, 0.0518732, 0.0949415, 0.135758
-0.197282, -0.158666, -0.111384, -0.0611154, -0.013009, 0.0287634, 0.0612897, 0.0830223, 0.0937178, 0.094242, 0.0862829, 0.0720203, 0.0537987, 0.033846, 0.0140673, -0.00407293, -0.0195776, -0.0318686, -0.0406857, -0.0459639, -0.0477184, -0.0459639, -0.0406857, -0.0318685, -0.0195775, -0.00407283, 0.0140674, 0.0338462, 0.0537988, 0.0720204, 0.086283, 0.094242, 0.0937178, 0.0830223, 0.0612895, 0.0287631, -0.0130093, -0.0611157, -0.111385, -0.158667
-0.577859, -0.46634, -0.328612, -0.181063, -0.0387201, 0.0860526, 0.184408, 0.251371, 0.285721, 0.2895, 0.267237, 0.22504, 0.169683, 0.107793, 0.0452437, -0.0132256, -0.0641406, -0.105217, -0.135135, -0.15325, -0.159308, -0.15325, -0.135135, -0.105216, -0.0641404, -0.0132252, 0.045244, 0.107793, 0.169683, 0.225041, 0.267237, 0.2895, 0.285721, 0.251371, 0.184408, 0.0860519, -0.0387209, -0.181063, -0.328613, -0.466341
-0.939381, -0.760667, -0.538012, -0.297655, -0.0639399, 0.142804, 0.307682, 0.421885, 0.482616, 0.492388, 0.457895, 0.388619, 0.295418, 0.189233, 0.080084, -0.0235959, -0.115264, -0.190248, -0.245504, -0.279246, -0.290582, -0.279246, -0.245504, -0.190248, -0.115263, -0.0235953, 0.0800847, 0.189234, 0.295418, 0.38862, 0.457895, 0.492388, 0.482615, 0.421885, 0.307681, 0.142803, -0.0639413, -0.297656, -0.538013, -0.760668
-1.24692, -1.01307, -0.719138, -0.399442, -0.0861759, 0.193371, 0.418754, 0.577344, 0.664355, 0.682076, 0.638512, 0.545668, 0.417751, 0.269507, 0.114853, -0.0340637, -0.167386, -0.277663, -0.359672, -0.41008, -0.427073, -0.41008, -0.359672, -0.277662, -0.167386, -0.0340628, 0.114854, 0.269508, 0.417752, 0.545668, 0.638513, 0.682077, 0.664354, 0.577343, 0.418753, 0.193369, -0.0861778, -0.399443, -0.71914, -1.01307
-1.46656, -1.19538, -0.851542, -0.474788, -0.102853, 0.231817, 0.504405, 0.698977, 0.808672, 0.834978, 0.786295, 0.676075, 0.520796, 0.338049, 0.144918, -0.043218, -0.213416, -0.355472, -0.461888, -0.527637, -0.549861, -0.527637, -0.461888, -0.355471, -0.213415, -0.0432168, 0.144919, 0.33805, 0.520797, 0.676076, 0.786296, 0.834978, 0.808671, 0.698976, 0.504404, 0.231815, -0.102855, -0.47479, -0.851544, -1.19538
-1.56864, -1.28261, -0.916775, -0.513019, -0.111569, 0.25251, 0.55187, 0.768345, 0.893319, 0.92713, 0.877714, 0.758759, 0.587652, 0.383468, 0.165221, -0.049503, -0.245459, -0.410238, -0.534411, -0.61145, -0.637546, -0.61145, -0.53441, -0.410237, -0.245458, -0.0495017, 0.165222, 0.38347, 0.587653, 0.75876, 0.877715, 0.92713, 0.893319, 0.768344, 0.551869, 0.252508, -0.111571, -0.513021, -0.916777, -1.28261
-1.5312, -1.25578, -0.900509, -0.505659, -0.110373, 0.250778, 0.550343, 0.76953, 0.898726, 0.937079, 0.891344, 0.774228, 0.602473, 0.394947, 0.170906, -0.05141, -0.255801, -0.428745, -0.559709, -0.641237, -0.668901, -0.641237, -0.559709, -0.428744, -0.2558, -0.0514086, 0.170908, 0.394949, 0.602475, 0.774229, 0.891345, 0.937079, 0.898726, 0.769529, 0.550341, 0.250776, -0.110375, -0.505661, -0.900511, -1.25578
-1.34299, -1.10462, -0.794557, -0.447624, -0.0980429, 0.223574, 0.492513, 0.691401, 0.81079, 0.848936, 0.810932, 0.707367, 0.552736, 0.363793, 0.158016, -0.0476942, -0.238015, -0.399898, -0.522988, -0.599828, -0.625939, -0.599828, -0.522987, -0.399897, -0.238014, -0.047693, 0.158017, 0.363794, 0.552737, 0.707368, 0.810932, 0.848936, 0.810789, 0.6914, 0.492512, 0.223572, -0.0980451, -0.447626, -0.794559, -1.10463
-1.00595, -0.829692, -0.598545, -0.338238, -0.0743241, 0.17006, 0.375946, 0.529682, 0.623462, 0.655267, 0.628312, 0.550133, 0.43145, 0.284961, 0.124178, -0.037591, -0.188071, -0.316638, -0.414731, -0.476111, -0.496993, -0.47611, -0.414731, -0.316637, -0.188071, -0.03759, 0.124179, 0.284962, 0.431451, 0.550134, 0.628312, 0.655267, 0.623461, 0.529681, 0.375945, 0.170059, -0.0743257, -0.338239, -0.598546, -0.829693
